# time,Ca_macrophage
5.810000000000000142e+01,1.425901069305400004e-01
5.820000000000000284e+01,1.425610260194076218e-01
5.830000000000000426e+01,1.425322368406435058e-01
5.840000000000000568e+01,1.425037364395244088e-01
5.850000000000000000e+01,1.424755218947908464e-01
5.860000000000000142e+01,1.424475903186470660e-01
5.870000000000000284e+01,1.424199388567609359e-01
5.880000000000000426e+01,1.423925646882641949e-01
5.890000000000000568e+01,1.423654649904956826e-01
5.900000000000000000e+01,1.423386369614469127e-01
5.910000000000000142e+01,1.423120778616854820e-01
5.920000000000000284e+01,1.422857849838119193e-01
5.930000000000000426e+01,1.422597556524581031e-01
5.940000000000000568e+01,1.422339872242873171e-01
5.950000000000000000e+01,1.422084770879941951e-01
5.960000000000000142e+01,1.421832226643047759e-01
5.970000000000000284e+01,1.421582214059764482e-01
5.980000000000000426e+01,1.421334707977980061e-01
5.990000000000000568e+01,1.421089683565895934e-01
